2018-01-01,良,55,42,35
2018-01-02,优,46,44,27
2018-01-03,优,29,21,10
2018-01-04,优,28,56,14
2018-01-05,良,51,127,30
2018-01-06,优,29,44,14
2018-01-07,良,56,170,37
2018-01-08,良,51,111,12
2018-01-09,优,37,28,6
2018-01-10,优,32,14,5
2018-01-11,优,30,5,10
2018-01-12,良,77,222,55
2018-01-13,轻度污染,130,291,98
2018-01-14,中度污染,177,327,136
2018-01-15,优,48,23,29
2018-01-16,轻度污染,114,205,45
2018-01-17,良,77,80,43
2018-01-18,良,87,119,56
2018-01-19,轻度污染,108,174,80
2018-01-20,良,61,84,30
2018-01-21,良,63,106,35
2018-01-22,优,45,53,23
2018-01-23,优,35,12,8
2018-01-24,优,36,18,15
2018-01-25,优,29,38,8
2018-01-26,优,39,81,24
2018-01-27,轻度污染,105,307,78
2018-01-28,良,56,139,13
2018-01-29,良,55,106,8
2018-01-30,优,36,13,10
2018-01-31,良,61,93,19
2018-02-01,良,67,72,30
2018-02-02,优,35,5,7
2018-02-03,优,28,1,7
2018-02-04,优,37,10,17
2018-02-05,优,32,6,6
2018-02-06,良,61,109,41
2018-02-07,良,63,79,32
2018-02-08,良,69,84,48
2018-02-09,良,90,125,41
2018-02-10,优,41,9,9
2018-02-11,良,64,103,8
2018-02-12,良,52,58,10
2018-02-13,良,80,210,55
2018-02-14,优,43,18,14
2018-02-15,良,62,102,37
2018-02-16,轻度污染,105,151,75
2018-02-17,轻度污染,105,233,78
2018-02-18,轻度污染,148,329,113
2018-02-19,中度污染,185,348,140
2018-02-20,良,72,230,47
2018-02-21,良,51,147,32
2018-02-22,优,44,108,15
2018-02-23,优,48,112,20
2018-02-24,良,63,203,30
2018-02-25,良,75,222,54
2018-02-26,中度污染,159,340,120
2018-02-27,重度污染,219,353,169
2018-02-28,轻度污染,133,312,92
2018-03-01,优,48,63,14
2018-03-02,良,99,318,73
2018-03-03,重度污染,217,357,167
2018-03-04,轻度污染,135,344,61
2018-03-05,良,92,345,47
2018-03-06,良,65,261,45
2018-03-07,良,64,238,44
2018-03-08,良,61,212,42
2018-03-09,轻度污染,136,344,101
2018-03-10,中度污染,165,343,123
2018-03-11,良,83,210,60
2018-03-12,中度污染,183,343,141
2018-03-13,严重污染,289,358,238
2018-03-14,严重污染,293,362,242
2018-03-15,良,69,189,26
2018-03-16,良,57,199,31
2018-03-17,良,82,294,58
2018-03-18,轻度污染,135,337,102
2018-03-19,轻度污染,101,289,73
2018-03-20,优,44,92,22
2018-03-21,良,78,298,56
2018-03-22,轻度污染,114,329,85
2018-03-23,轻度污染,146,332,110
2018-03-24,轻度污染,117,302,85
2018-03-25,良,76,159,53
2018-03-26,中度污染,155,348,117
2018-03-27,重度污染,245,363,194
2018-03-28,严重污染,388,361,154
2018-03-29,轻度污染,115,295,44
2018-03-30,良,68,139,39
2018-03-31,轻度污染,128,320,96
2018-04-01,重度污染,221,361,173
2018-04-02,严重污染,283,362,229
2018-04-03,良,78,182,12
2018-04-04,优,34,1,21
2018-04-05,良,91,293,48
2018-04-05,良,91,293,48
2018-04-06,良,78,186,16
2018-04-07,良,52,47,15
2018-04-08,良,68,117,38
2018-04-09,轻度污染,112,323,83
2018-04-10,良,96,243,53
2018-04-11,优,50,36,17
2018-04-12,良,78,240,30
2018-04-13,良,64,267,37
2018-04-14,轻度污染,122,321,28
2018-04-15,良,66,171,22
2018-04-16,轻度污染,104,256,68
2018-04-17,轻度污染,142,350,97
2018-04-18,轻度污染,144,354,107
2018-04-19,中度污染,170,361,123
2018-04-20,中度污染,173,360,123
2018-04-21,轻度污染,102,350,72
2018-04-22,优,35,12,9
2018-04-23,优,41,67,15
2018-04-24,优,45,109,17
2018-04-25,良,61,138,30
2018-04-26,轻度污染,118,345,88
2018-04-27,轻度污染,111,326,41
2018-04-28,轻度污染,129,330,86
2018-04-29,中度污染,196,355,151
2018-04-30,良,62,149,28
2018-05-01,轻度污染,125,344,40
2018-05-02,优,45,47,15
2018-05-03,优,50,59,13
2018-05-04,良,87,287,57
2018-05-05,中度污染,179,360,78
2018-05-06,轻度污染,121,360,59
2018-05-07,轻度污染,102,340,55
2018-05-08,良,68,220,27
2018-05-09,良,86,267,43
2018-05-10,轻度污染,122,356,89
2018-05-11,轻度污染,105,352,78
2018-05-12,中度污染,190,362,139
2018-05-13,良,72,175,44
2018-05-14,中度污染,168,364,118
2018-05-15,良,95,303,67
2018-05-16,轻度污染,147,353,111
2018-05-17,良,64,226,43
2018-05-18,良,60,153,21
2018-05-19,良,78,324,36
2018-05-20,良,59,256,36
2018-05-21,良,82,339,60
2018-05-22,轻度污染,105,336,42
2018-05-23,轻度污染,142,357,56
2018-05-24,轻度污染,107,321,49
2018-05-25,轻度污染,111,327,60
2018-05-26,轻度污染,140,306,99
2018-05-27,良,89,254,42
2018-05-28,中度污染,188,359,64
2018-05-29,优,46,52,12
2018-05-30,良,56,126,12
2018-05-31,良,97,302,26
2018-06-01,良,91,252,26
2018-06-02,轻度污染,120,328,47
2018-06-03,良,92,257,53
2018-06-04,良,76,240,28
2018-06-05,轻度污染,110,327,38
2018-06-06,轻度污染,116,328,48
2018-06-07,良,71,200,23
2018-06-08,良,52,156,13
2018-06-09,良,52,174,20
2018-06-10,良,60,182,31
2018-06-11,良,88,295,63
2018-06-12,轻度污染,125,357,84
2018-06-13,良,77,260,46
2018-06-14,良,66,208,21
2018-06-15,轻度污染,130,362,80
2018-06-16,轻度污染,111,339,77
2018-06-17,良,77,255,45
2018-06-18,轻度污染,126,364,80
2018-06-19,良,92,343,49
2018-06-20,良,79,304,38
2018-06-21,良,91,302,25
2018-06-22,良,90,309,56
2018-06-23,轻度污染,128,358,55
2018-06-24,轻度污染,121,347,54
2018-06-25,轻度污染,109,363,76
2018-06-26,中度污染,183,365,124
2018-06-27,良,57,254,25
2018-06-28,优,40,130,8
2018-06-29,良,71,258,17
2018-06-30,轻度污染,108,361,31
2018-07-01,良,80,312,46
2018-07-02,良,72,302,42
2018-07-03,良,85,327,53
2018-07-04,轻度污染,112,360,57
2018-07-05,轻度污染,126,362,69
2018-07-06,良,92,326,33
2018-07-07,良,72,326,51
2018-07-08,良,81,349,50
2018-07-09,轻度污染,103,364,77
2018-07-10,优,49,241,32
2018-07-11,优,43,161,28
2018-07-12,优,44,187,30
2018-07-13,良,59,295,41
2018-07-14,良,80,353,49
2018-07-15,良,99,355,58
2018-07-16,优,45,181,26
2018-07-17,优,27,30,17
2018-07-18,轻度污染,105,362,78
2018-07-19,良,91,351,67
2018-07-20,轻度污染,114,364,83
2018-07-21,轻度污染,107,361,68
2018-07-22,良,69,287,42
2018-07-23,良,81,342,52
2018-07-24,优,27,33,16
2018-07-25,优,36,71,9
2018-07-26,优,48,165,10
2018-07-27,良,68,318,45
2018-07-28,良,94,344,53
2018-07-29,轻度污染,111,365,71
2018-07-30,轻度污染,116,365,71
2018-07-31,轻度污染,118,366,61
2018-08-01,轻度污染,109,366,55
2018-08-02,轻度污染,130,366,83
2018-08-03,良,100,349,53
2018-08-04,轻度污染,122,359,63
2018-08-05,良,67,288,35
2018-08-06,良,53,187,36
2018-08-07,良,86,339,58
2018-08-08,优,41,97,19
2018-08-09,良,67,259,24
2018-08-10,轻度污染,102,346,30
2018-08-11,良,69,227,40
2018-08-12,良,74,291,53
2018-08-13,良,66,299,46
2018-08-14,优,41,169,22
2018-08-15,优,37,119,12
2018-08-16,良,53,294,12
2018-08-17,良,100,359,32
2018-08-18,优,46,204,13
2018-08-19,优,40,129,20
2018-08-20,良,51,213,22
2018-08-21,优,44,101,12
2018-08-22,优,47,133,17
2018-08-23,良,51,132,15
2018-08-25,良,90,302,34
2018-08-27,轻度污染,114,351,59
2018-08-29,优,44,166,6
2018-08-31,良,62,303,14
2018-09-02,良,58,289,40
2018-09-03,优,46,179,16
2018-09-04,优,26,38,6
2018-09-05,优,37,84,10
2018-09-06,优,40,114,7
2018-09-07,优,25,20,4
2018-09-08,优,29,38,6
2018-09-09,良,55,230,22
2018-09-10,良,66,292,41
2018-09-11,良,71,316,43
2018-09-12,良,65,277,42
2018-09-13,轻度污染,109,363,79
2018-09-14,轻度污染,128,365,97
2018-09-15,优,39,122,17
2018-09-16,优,30,73,6
2018-09-17,优,42,199,11
2018-09-18,优,50,250,18
2018-09-19,良,53,259,25
2018-09-20,良,64,310,41
2018-09-21,优,48,183,16
2018-09-22,优,27,20,5
2018-09-23,优,29,56,5
2018-09-24,优,27,45,6
2018-09-25,优,47,203,21
2018-09-26,良,52,264,32
2018-09-27,良,85,347,62
2018-09-28,良,76,334,52
2018-09-29,优,22,3,6
2018-09-30,优,23,9,5
2018-10-01,优,31,36,7
2018-10-02,优,32,26,10
2018-10-03,优,37,41,11
2018-10-04,良,67,200,41
2018-10-05,轻度污染,105,346,78
2018-10-06,优,33,24,9
2018-10-07,优,35,38,9
2018-10-08,优,39,68,9
2018-10-09,优,23,12,3
2018-10-10,优,25,23,5
2018-10-11,优,32,45,9
2018-10-12,良,63,226,33
2018-10-13,轻度污染,107,355,80
2018-10-14,中度污染,179,366,136
2018-10-15,中度污染,200,365,152
2018-10-16,良,82,302,60
2018-10-17,良,54,197,32
2018-10-18,优,49,177,28
2018-10-19,良,60,264,41
2018-10-20,良,86,327,63
2018-10-21,轻度污染,144,355,108
2018-10-22,中度污染,168,366,121
2018-10-23,优,38,78,13
2018-10-24,良,70,225,40
2018-10-25,轻度污染,112,332,80
2018-10-26,优,45,92,4
2018-10-27,优,34,48,9
2018-10-28,优,37,66,4
2018-10-29,优,24,12,4
2018-10-30,优,33,44,10
2018-10-31,优,48,88,21
2018-11-01,良,70,219,43
2018-11-02,中度污染,151,361,113
2018-11-03,重度污染,210,365,160
2018-11-04,轻度污染,107,342,81
2018-11-05,优,29,23,18
2018-11-06,优,33,87,14
2018-11-07,良,52,246,26
2018-11-08,良,91,341,66
2018-11-09,良,63,243,34
2018-11-10,优,37,44,12
2018-11-11,良,70,231,44
2018-11-12,轻度污染,126,330,94
2018-11-13,重度污染,222,363,175
2018-11-14,严重污染,274,367,223
2018-11-15,良,92,296,65
2018-11-16,优,33,92,12
